1. Time,2. q_1,3. q_2,4. q_3,5. q_4,6. q_5,7. q_6,8. q_7,9. O_T_EE_11,10. O_T_EE_21,11. O_T_EE_31,12. O_T_EE_41,13. O_T_EE_12,14. O_T_EE_22,15. O_T_EE_32,16. O_T_EE_42,17. O_T_EE_13,18. O_T_EE_23,19. O_T_EE_33,20. O_T_EE_43,21. O_T_EE_14,22. O_T_EE_24,23. O_T_EE_34,24. O_T_EE_44,25. q_1_d,26. q_2_d,27. q_3_d,28. q_4_d,29. q_5_d,30. q_6_d,31. q_7_d,32. dq_1,33. dq_2,34. dq_3,35. dq_4,36. dq_5,37. dq_6,38. dq_7,39. dq_1_d,40. dq_2_d,41. dq_3_d,42. dq_4_d,43. dq_5_d,44. dq_6_d,45. dq_7_d,46. tau_J_1,47. tau_J_2,48. tau_J_3,49. tau_J_4,50. tau_J_5,51. tau_J_6,52. tau_J_7,53. joint_contact_1,54. joint_contact_2,55. joint_contact_3,56. joint_contact_4,57. joint_contact_5,58. joint_contact_6,59. joint_contact_7,60. joint_collision_1,61. joint_collision_2,62. joint_collision_3,63. joint_collision_4,64. joint_collision_5,65. joint_collision_6,66. joint_collision_7,67. cartesian_contact_x,68. cartesian_contact_y,69. cartesian_contact_z,70. cartesian_contact_R,71. cartesian_contact_P,72. cartesian_contact_Y,73. cartesian_collision_x,74. cartesian_collision_y,75. cartesian_collision_z,76. cartesian_collision_R,77. cartesian_collision_P,78. cartesian_collision_Y,79. tau_ext_1,80. tau_ext_2,81. tau_ext_3,82. tau_ext_4,83. tau_ext_5,84. tau_ext_6,85. tau_ext_7,86. O_F_ext_x,87. O_F_ext_y,88. O_F_ext_z,89. O_F_ext_R,90. O_F_ext_P,91. O_F_ext_Y,92. Gripper Width,93. Object Grasped
28531.1,-0.759728,0.380716,0.678134,-1.62029,-0.17809,1.81725,-1.48383,-0.596219,0.794778,0.113278,0,0.797543,0.602518,-0.0296416,0,-0.0918123,0.0726726,-0.993121,0,0.619927,-0.106435,0.33184,1,-0.424832,0.0815636,0.639606,-2.29305,-1.85894,1.80982,0.0540617,-0.0425992,0.0572514,-0.00097361,0.00241002,0.322605,-0.110462,-0.00670829,0,0,0,0,0,0,0,0.370795,-34.6918,7.40871,21.3258,0.510033,2.16447,0.109363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.414611,-0.593278,0.308099,-0.110031,-0.334845,0.210302,0.137539,-1.54176,1.13244,-0.433754,-0.941772,-0.79583,0.416047,0.046232,1
28531.1,-0.761347,0.382649,0.677889,-1.61999,-0.166158,1.81226,-1.48389,-0.591155,0.796507,0.126858,0,0.80068,0.598486,-0.0265811,0,-0.0970968,0.0858611,-0.991564,0,0.618851,-0.105356,0.330762,1,-0.424832,0.0815636,0.639606,-2.29305,-1.85894,1.80982,0.0540617,-0.0468461,0.0550525,-0.0124216,0.0156159,0.368203,-0.172441,-0.00103532,0,0,0,0,0,0,0,0.446173,-34.8465,7.48409,21.2504,0.392845,2.24321,0.129504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.787059,-0.567679,0.602628,-0.365432,-0.329099,0.181062,0.133906,-2.01748,1.81067,-0.77124,-1.24588,-0.843498,0.787987,0.0462313,1
28531.1,-0.763292,0.384564,0.677396,-1.61965,-0.152961,1.8059,-1.48391,-0.585136,0.798362,0.142179,0,0.804289,0.593741,-0.023926,0,-0.103521,0.100355,-0.989552,0,0.617455,-0.104346,0.329647,1,-0.424832,0.0815636,0.639606,-2.29305,-1.85894,1.80982,0.0540617,-0.0637403,0.0551931,-0.0182732,0.0131164,0.403759,-0.181742,-0.00238968,0,0,0,0,0,0,0,0.370795,-34.8465,7.44441,21.2147,0.474327,2.29265,0.209155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07411,-0.803072,0.847737,-0.336709,-0.323628,0.246045,0.130758,-2.39214,2.32735,-0.662984,-1.53585,-1.17219,1.05612,0.0462313,1
28531.2,-0.765655,0.386584,0.676903,-1.61941,-0.13931,1.79924,-1.4839,-0.578556,0.800147,0.158173,0,0.808154,0.588567,-0.0213558,0,-0.110185,0.115475,-0.98718,0,0.615949,-0.103465,0.328476,1,-0.424832,0.0815636,0.639606,-2.29305,-1.85894,1.80982,0.0540617,-0.0716205,0.0583379,-0.0154782,0.00597517,0.38954,-0.208362,0.000807803,0,0,0,0,0,0,0,0.4065,-34.9219,7.5555,21.2147,0.699547,2.03539,0.109363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.929059,-0.760597,0.704327,-0.324896,-0.286228,0.251456,0.129274,-2.47712,2.11966,-0.68902,-1.39487,-1.20395,0.897808,0.0462313,1
28531.2,-0.768355,0.388726,0.676473,-1.61871,-0.126311,1.79056,-1.4839,-0.571693,0.801625,0.174773,0,0.811879,0.583453,-0.0203949,0,-0.118323,0.130237,-0.984397,0,0.614102,-0.102858,0.327369,1,-0.424832,0.0815636,0.639606,-2.29305,-1.85894,1.80982,0.0540617,-0.0858202,0.0607265,-0.00208077,0.0287688,0.350101,-0.276694,-0.000386961,0,0,0,0,0,0,0,0.299384,-34.8465,7.40871,21.175,0.60067,2.21391,0.129504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.819383,-0.587997,0.576014,-0.49066,-0.216995,0.167068,0.124868,-2.78929,2.00692,-0.893557,-1.23995,-1.17585,0.777283,0.0462313,1
28531.2,-0.771379,0.391089,0.676457,-1.61777,-0.116159,1.78321,-1.48391,-0.565667,0.802785,0.188515,0,0.815084,0.578987,-0.0198173,0,-0.125059,0.142448,-0.98187,0,0.612582,-0.102775,0.326373,1,-0.424832,0.0815636,0.639606,-2.29305,-1.85894,1.80982,0.0540617,-0.0835577,0.069804,0.000668073,0.0344119,0.253973,-0.170624,-0.00282302,0,0,0,0,0,0,0,0.116888,-34.9219,7.33333,21.2901,0.762719,2.05553,0.199084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.555334,-0.238049,0.308349,-0.681243,-0.11409,0.0996216,0.129616,-2.90215,1.64492,-1.30623,-0.895935,-0.939515,0.508054,0.0462313,1
28531.3,-0.773855,0.393553,0.676449,-1.61625,-0.110642,1.77819,-1.48392,-0.561458,0.803677,0.197102,0,0.817315,0.575834,-0.0197697,0,-0.129389,0.149997,-0.980183,0,0.611709,-0.103337,0.325625,1,-0.424832,0.0815636,0.639606,-2.29305,-1.85894,1.80982,0.0540617,-0.0614754,0.0753549,-0.00182029,0.0539151,0.0890332,-0.127814,-0.00331271,0,0,0,0,0,0,0,0.335089,-34.9219,7.48409,21.1393,0.889061,1.95573,0.229297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.123369,0.0156309,-0.249193,-0.729603,-0.0180594,-0.00801618,0.138466,-3.31141,0.692502,-1.37709,-0.288183,-1.00613,-0.166401,0.0462313,1
28531.3,-0.775333,0.396116,0.676449,-1.61364,-0.110069,1.77359,-1.48396,-0.559388,0.804104,0.201202,0,0.818172,0.574554,-0.0214976,0,-0.132891,0.152596,-0.979313,0,0.611224,-0.104361,0.325201,1,-0.424832,0.0815636,0.639606,-2.29305,-1.85894,1.80982,0.0540617,-0.0322737,0.0739871,-0.000735433,0.0952334,1.69469e-05,-0.136776,0.00049558,0,0,0,0,0,0,0,0.192267,-35.0727,7.48409,21.3654,0.790184,1.99602,0.109363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.698061,0.5023,-0.823373,-0.839888,-0.00815121,-0.0764368,0.149628,-2.86262,-0.287882,-1.83556,0.291496,-0.423931,-0.739463,0.0462313,1
28531.3,-0.775893,0.398724,0.676444,-1.61037,-0.110094,1.76973,-1.48396,-0.558236,0.804196,0.204013,0,0.818575,0.57394,-0.0225591,0,-0.135236,0.15441,-0.978708,0,0.611154,-0.105055,0.325064,1,-0.424832,0.0815636,0.639606,-2.29305,-1.85894,1.80982,0.0540617,-0.0108825,0.0754705,-0.00139878,0.0955426,0.000175493,-0.0870774,-0.00169469,0,0,0,0,0,0,0,0.192267,-35.1123,7.51979,21.2901,0.807579,2.05553,0.168872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.01522,0.435851,-0.99769,-0.633219,-0.051365,-0.0533722,0.136403,-2.66876,-0.818979,-1.53011,0.50857,-0.505287,-1.02587,0.0462313,1
28531.4,-0.776137,0.40112,0.676433,-1.60738,-0.110087,1.7684,-1.48396,-0.557561,0.804353,0.205236,0,0.81903,0.573317,-0.0218771,0,-0.135265,0.1559,-0.978467,0,0.611597,-0.105589,0.325049,1,-0.424832,0.0815636,0.639606,-2.29305,-1.85894,1.80982,0.0540617,-0.00212059,0.0721634,0.0014475,0.0866058,-0.000160393,-0.00860509,0.000391757,0,0,0,0,0,0,0,0.263678,-35.0727,7.59517,20.9885,0.771874,1.99602,0.129504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.647944,-0.0145972,-0.592667,-0.419804,-0.0538229,-0.0054955,0.128939,-2.82077,-0.216226,-0.895473,0.113466,-0.996175,-0.658622,0.0462313,1
28531.4,-0.776378,0.403576,0.676432,-1.60406,-0.11004,1.76841,-1.48396,-0.556998,0.804679,0.205491,0,0.819672,0.572469,-0.0199423,0,-0.133687,0.15733,-0.978455,0,0.61242,-0.1062,0.325221,1,-0.424832,0.0815636,0.639606,-2.29305,-1.85894,1.80982,0.0540617,-0.00860877,0.0761266,0.000833007,0.109697,0.000691953,-1.22017e-05,-0.00127595,0,0,0,0,0,0,0,0.192267,-35.4178,7.63088,21.2504,0.609825,2.04546,0.158801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155758,-0.0777493,-0.0251773,-0.792408,-0.114306,-0.0264257,0.127934,-3.32892,1.12541,-1.3842,-0.590699,-0.990499,0.121285,0.0462313,1
28531.4,-0.776421,0.40661,0.676461,-1.59949,-0.10991,1.76827,-1.48429,-0.556754,0.804806,0.205655,0,0.8202,0.571801,-0.0172111,0,-0.131448,0.159099,-0.978473,0,0.613553,-0.106839,0.325633,1,-0.424832,0.0815636,0.639606,-2.29305,-1.85894,1.80982,0.0540617,0.001,0.0958914,0.00188324,0.153099,0.00294094,-0.00960246,-0.0287535,0,0,0,0,0,0,0,0.0454774,-35.3781,7.36903,21.4765,0.609825,2.25328,0.189014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.280095,-0.371953,0.0536012,-0.707719,-0.20197,0.0470897,0.160459,-3.69452,1.42828,-1.2445,-0.88407,-1.32736,0.227492,0.0462313,1
28531.5,-0.776327,0.410142,0.67651,-1.59416,-0.109658,1.76772,-1.48605,-0.557672,0.804036,0.206178,0,0.819929,0.572278,-0.0139701,0,-0.129226,0.161264,-0.978414,0,0.614803,-0.10746,0.326094,1,-0.424832,0.0815636,0.639606,-2.29305,-1.85894,1.80982,0.0540617,0.00610861,0.106083,0.00136138,0.149702,0.00297166,-0.0213376,-0.0661206,0,0,0,0,0,0,0,-0.13305,-35.5686,7.29762,21.1393,0.58236,2.1837,0.0498535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166253,-0.653238,-0.0353498,-0.467532,-0.234855,0.150553,0.162101,-3.86102,1.28008,-0.916371,-0.909861,-1.69302,0.0915635,0.0462313,1
28531.5,-0.77619,0.413945,0.676689,-1.5891,-0.109378,1.76692,-1.48899,-0.559617,0.802386,0.207332,0,0.818843,0.573899,-0.0108522,0,-0.127698,0.163702,-0.97821,0,0.61594,-0.107933,0.326302,1,-0.424832,0.0815636,0.639606,-2.29305,-1.85894,1.80982,0.0540617,0.00549303,0.114767,0.00868134,0.145923,0.0072102,-0.0253657,-0.0916395,0,0,0,0,0,0,0,-0.27984,-35.6836,7.33333,21.1393,0.627221,2.22398,-0.00050053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.337525,-1.013,-0.35324,0.0189532,-0.252707,0.253309,0.127923,-3.88733,0.449655,-0.13973,-0.604163,-2.23144,-0.418399,0.0462313,1
28531.5,-0.775764,0.418332,0.677039,-1.58393,-0.109227,1.76479,-1.49184,-0.561688,0.800317,0.209714,0,0.817407,0.575978,-0.00876266,0,-0.127806,0.166503,-0.977723,0,0.616856,-0.108133,0.326199,1,-0.424832,0.0815636,0.639606,-2.29305,-1.85894,1.80982,0.0540617,0.0157879,0.129483,0.0143564,0.149663,0.00355047,-0.0832528,-0.0743301,0,0,0,0,0,0,0,-0.172723,-35.6836,7.48409,20.9528,0.609825,2.23406,0.0498535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.490826,-1.17911,-0.392555,0.21906,-0.248373,0.343121,0.0754328,-4.05056,0.199823,0.104193,-0.490911,-2.55049,-0.564857,0.04623,1
28531.6,-0.775289,0.422909,0.677358,-1.57887,-0.10894,1.76124,-1.49335,-0.562475,0.798805,0.213336,0,0.816588,0.577148,-0.00805379,0,-0.129563,0.169681,-0.976945,0,0.617431,-0.108236,0.325866,1,-0.424832,0.0815636,0.639606,-2.29305,-1.85894,1.80982,0.0540617,0.0140542,0.135717,0.00788112,0.148818,0.0148493,-0.130626,-0.0276666,0,0,0,0,0,0,0,-0.0616393,-36.0645,7.59517,21.1036,0.58236,2.12419,0.099292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.230888,-0.894353,-0.207985,-0.0113247,-0.25613,0.332885,0.0333291,-3.72042,0.500347,-0.417634,-0.557229,-2.08211,-0.287758,0.04623,1
28531.6,-0.774628,0.427759,0.677403,-1.57316,-0.108712,1.75448,-1.49399,-0.562175,0.797548,0.218765,0,0.816061,0.577869,-0.00964211,0,-0.13411,0.173109,-0.975729,0,0.617453,-0.108389,0.32545,1,-0.424832,0.0815636,0.639606,-2.29305,-1.85894,1.80982,0.0540617,0.0254529,0.149517,0.000340766,0.181721,0.0009292,-0.255858,-0.00611109,0,0,0,0,0,0,0,-0.13305,-36.1399,7.74593,21.2504,0.636376,2.11504,0.0892211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00229034,-0.934924,-0.0110987,-0.0967826,-0.242714,0.300524,0.0501863,-3.8647,0.918323,-0.426688,-0.75814,-2.12716,-0.0561656,0.0462326,1
28531.6,-0.773834,0.433001,0.677453,-1.56701,-0.108511,1.74506,-1.4944,-0.561486,0.796029,0.225948,0,0.815348,0.578808,-0.0130174,0,-0.141146,0.176921,-0.974052,0,0.617008,-0.108443,0.324872,1,-0.424832,0.0815636,0.639606,-2.29305,-1.85894,1.80982,0.0540617,0.0252724,0.157905,0.00761269,0.172282,0.00981422,-0.245991,-0.0111195,0,0,0,0,0,0,0,-0.13305,-36.1042,7.63088,21.0282,0.609825,2.21391,0.099292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.226045,-0.97134,-0.191932,0.0386613,-0.25301,0.329521,0.0717757,-3.72671,0.571482,-0.276823,-0.619954,-2.15241,-0.282737,0.0462326,1
28531.7,-0.773118,0.438191,0.677706,-1.5613,-0.107985,1.7358,-1.49479,-0.560763,0.794355,0.233507,0,0.814568,0.579822,-0.0162934,0,-0.148338,0.181074,-0.972218,0,0.616498,-0.108311,0.324189,1,-0.424832,0.0815636,0.639606,-2.29305,-1.85894,1.80982,0.0540617,0.0209815,0.151829,0.00570817,0.179187,0.0184138,-0.303297,-0.0124007,0,0,0,0,0,0,0,-0.27984,-36.4057,7.85701,21.2147,0.609825,1.96581,0.109363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.295391,-0.509265,-0.374311,-0.222854,-0.280594,0.25765,0.0839886,-3.22072,0.359562,-0.90913,-0.444144,-1.44191,-0.348666,0.0462326,1
28531.7,-0.772438,0.443558,0.678194,-1.55464,-0.106979,1.7259,-1.49485,-0.559697,0.792752,0.241381,0,0.81401,0.58052,-0.0190972,0,-0.155269,0.185802,-0.970242,0,0.616106,-0.108107,0.323844,1,-0.424832,0.0815636,0.639606,-2.29305,-1.85894,1.80982,0.0540617,0.0161609,0.160856,0.0174541,0.196223,0.0287954,-0.238024,-0.000493202,0,0,0,0,0,0,0,-0.315546,-36.3303,7.89272,20.8775,0.708702,1.94658,0.0892211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.223742,-0.22328,-0.386317,-0.673601,-0.281974,0.0953661,0.0817013,-4.00859,0.628274,-1.53448,-0.479221,-1.3598,-0.272837,0.0462326,1
28531.7,-0.771758,0.44881,0.679081,-1.54722,-0.106506,1.71876,-1.49485,-0.559309,0.791437,0.246541,0,0.813623,0.581051,-0.0194619,0,-0.158659,0.18971,-0.968936,0,0.616535,-0.107996,0.324059,1,-0.424832,0.0815636,0.639606,-2.29305,-1.85894,1.80982,0.0540617,0.0243247,0.154708,0.0311774,0.235955,0.000238432,-0.211571,-0.00223828,0,0,0,0,0,0,0,-0.458368,-36.7112,7.96809,21.2504,0.816735,1.91637,0.129504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.638695,0.6159,-0.798744,-1.11443,-0.207195,-0.0473821,0.0787194,-3.76619,-0.0257304,-2.57845,0.120562,-0.49773,-0.651859,0.0462326,1
28531.8,-0.771072,0.453811,0.680264,-1.53936,-0.106505,1.71126,-1.49485,-0.559261,0.790038,0.251094,0,0.813032,0.581862,-0.0198948,0,-0.161823,0.193025,-0.967758,0,0.617006,-0.107874,0.324599,1,-0.424832,0.0815636,0.639606,-2.29305,-1.85894,1.80982,0.0540617,0.0172919,0.135452,0.0361291,0.213736,-0.000371921,-0.195711,-0.000667123,0,0,0,0,0,0,0,-0.27984,-36.5207,8.15456,21.2147,0.807579,2.08482,0.0791503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.596422,0.282567,-0.602696,-0.710976,-0.147425,-0.0198954,0.0719346,-3.16384,-0.0839705,-1.65181,0.0991324,-0.731267,-0.592173,0.0462326,1
28531.8,-0.770531,0.458032,0.681314,-1.5325,-0.106503,1.70624,-1.49485,-0.559363,0.789046,0.253969,0,0.812733,0.582307,-0.0191129,0,-0.162972,0.195722,-0.967023,0,0.61774,-0.10785,0.325215,1,-0.424832,0.0815636,0.639606,-2.29305,-1.85894,1.80982,0.0540617,0.0215878,0.114136,0.0243781,0.188723,0.000323699,-0.120346,0.00138155,0,0,0,0,0,0,0,-0.351251,-36.5961,8.15456,21.0282,0.790184,2.04546,0.0498535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.489446,0.332413,-0.4808,-0.455514,-0.11595,0.0749281,0.0707092,-1.76346,-0.199724,-1.37735,0.159029,-0.223384,-0.471059,0.046232,1
28531.8,-0.770019,0.461391,0.682053,-1.52661,-0.106493,1.70369,-1.49486,-0.559597,0.788525,0.25507,0,0.812752,0.582341,-0.0171603,0,-0.162072,0.19771,-0.96677,0,0.618745,-0.107955,0.32594,1,-0.424832,0.0815636,0.639606,-2.29305,-1.85894,1.80982,0.0540617,0.0100997,0.0839526,0.0169822,0.150869,-0.000248579,-0.0444852,-0.00137716,0,0,0,0,0,0,0,-0.244134,-37.092,8.22994,21.175,0.753563,1.99602,0.119434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.283119,0.599447,-0.398345,-0.585218,-0.122066,0.0728131,0.0712893,-1.02896,-0.0432478,-1.7287,0.124286,0.375759,-0.26391,0.046232,1
28531.9,-0.769574,0.463917,0.682507,-1.52162,-0.106491,1.70217,-1.49487,-0.559792,0.788317,0.255285,0,0.812931,0.582149,-0.0150656,0,-0.160493,0.199099,-0.966748,0,0.619715,-0.10816,0.326717,1,-0.424832,0.0815636,0.639606,-2.29305,-1.85894,1.80982,0.0540617,0.0107928,0.0664913,0.0150753,0.13962,-0.000282365,-0.0546325,-0.00378674,0,0,0,0,0,0,0,-0.244134,-36.9809,8.19026,21.4011,0.771874,2.09489,0.0599243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.383693,0.162109,-0.389042,-0.234446,-0.142095,0.140002,0.0874439,-1.14523,-0.15806,-1.00594,0.0471927,-0.156576,-0.37208,0.046232,1
28531.9,-0.769259,0.465738,0.682777,-1.51754,-0.106479,1.69939,-1.49489,-0.559727,0.78807,0.25619,0,0.812968,0.582112,-0.0144617,0,-0.160531,0.200183,-0.966518,0,0.620155,-0.108366,0.327396,1,-0.424832,0.0815636,0.639606,-2.29305,-1.85894,1.80982,0.0540617,0.00784217,0.0379311,0.0047907,0.102963,1.63573e-05,-0.0982202,0.00255781,0,0,0,0,0,0,0,-0.27984,-36.8659,8.26564,20.9171,0.744408,1.96581,0.0297119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.281342,-0.0428607,-0.257984,0.101662,-0.143246,0.237197,0.0895106,-0.189823,-0.207554,-0.448134,-0.013656,-0.0484885,-0.270252,0.046232,1
28531.9,-0.769204,0.466731,0.682792,-1.51495,-0.106461,1.69541,-1.4949,-0.55923,0.787829,0.258006,0,0.812895,0.58218,-0.0157477,0,-0.162616,0.200929,-0.966014,0,0.61991,-0.1086,0.327778,1,-0.424832,0.0815636,0.639606,-2.29305,-1.85894,1.80982,0.0540617,-0.002308,0.022399,-9.88958e-05,0.0548021,0.000334637,-0.138861,0.00104979,0,0,0,0,0,0,0,-0.0616393,-37.0166,8.4164,21.0639,0.753563,1.95573,0.0498535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.184629,-0.26969,-0.14846,0.238747,-0.148828,0.232287,0.0810897,-0.154456,-0.102071,-0.0319739,-0.135717,-0.263664,-0.182425,0.046232,1
28532,-0.769394,0.467147,0.682772,-1.5138,-0.106431,1.6907,-1.49491,-0.558513,0.787468,0.260651,0,0.81263,0.582471,-0.0184633,0,-0.166364,0.201505,-0.965256,0,0.619127,-0.10875,0.327819,1,-0.424832,0.0815636,0.639606,-2.29305,-1.85894,1.80982,0.0540617,-0.0106667,0.00466608,-0.00145848,0.0116983,0.000410961,-0.122919,-0.0019905,0,0,0,0,0,0,0,0.156561,-36.9016,8.60286,21.1036,0.744408,2.05553,0.139575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.193856,-0.434885,-0.159725,0.391062,-0.162101,0.240656,0.0825729,0.0184958,-0.18351,0.315787,-0.167749,-0.370569,-0.207515,0.046232,1
28532,-0.76975,0.467223,0.682761,-1.51381,-0.106345,1.68716,-1.49492,-0.557808,0.787181,0.263016,0,0.812401,0.582704,-0.021027,0,-0.169816,0.201949,-0.964562,0,0.618304,-0.108843,0.327615,1,-0.424832,0.0815636,0.639606,-2.29305,-1.85894,1.80982,0.0540617,-0.0115847,0.00717561,-0.000848843,-0.000816553,0.00452268,-0.100817,-0.00212473,0,0,0,0,0,0,0,0.156561,-37.0563,8.63857,21.2147,0.735253,2.10497,0.129504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0240688,-0.410297,-0.0623198,0.212923,-0.177327,0.229961,0.0869205,-0.427159,0.182453,0.0162518,-0.337478,-0.435513,-0.0433551,0.046232,1
28532,-0.769975,0.467424,0.682769,-1.51381,-0.10614,1.6845,-1.49491,-0.557247,0.786902,0.265032,0,0.812219,0.582886,-0.0228924,0,-0.172501,0.202511,-0.963967,0,0.617693,-0.10885,0.327399,1,-0.424832,0.0815636,0.639606,-2.29305,-1.85894,1.80982,0.0540617,-0.00104376,0.00846573,-0.000231767,0.0030354,0.00280754,-0.0643281,0.00162379,0,0,0,0,0,0,0,0.0454774,-36.9413,8.52748,21.2147,0.790184,1.95573,0.0498535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.325801,-0.434443,-0.259905,0.08308,-0.196443,0.181173,0.0854656,-1.64254,0.00119247,-0.185193,-0.222336,-0.932874,-0.333959,0.046232,1
28532.1,-0.769914,0.467674,0.682781,-1.51381,-0.106077,1.68281,-1.49491,-0.557059,0.786583,0.266371,0,0.811959,0.583199,-0.0241221,0,-0.174325,0.202849,-0.963568,0,0.617329,-0.108738,0.3272,1,-0.424832,0.0815636,0.639606,-2.29305,-1.85894,1.80982,0.0540617,0.00931926,0.00752934,0.00117332,-0.000944413,-0.00066156,-0.0374336,-0.001662,0,0,0,0,0,0,0,-0.208429,-37.0563,8.4164,21.175,0.798424,1.877,0.119434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.414367,-0.372952,-0.315285,-0.00978961,-0.183777,0.0963068,0.0794818,-1.94383,-0.083489,-0.214758,-0.1452,-0.999275,-0.414307,0.046232,1
28532.1,-0.76967,0.46793,0.68279,-1.51381,-0.106081,1.68243,-1.4949,-0.557158,0.786349,0.266852,0,0.811761,0.583461,-0.0244485,0,-0.174926,0.203002,-0.963427,0,0.617271,-0.108569,0.32705,1,-0.424832,0.0815636,0.639606,-2.29305,-1.85894,1.80982,0.0540617,0.00762404,0.00359422,0.00108733,-0.000775577,-0.000368669,0.00556269,0.000205539,0,0,0,0,0,0,0,-0.315546,-37.092,8.34102,21.2147,0.835045,1.76805,0.0599243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.36644,-0.107948,-0.318988,-0.227163,-0.160982,-0.00244417,0.0754089,-1.84632,-0.0433245,-0.525318,-0.0815862,-0.676874,-0.357625,0.0462313,1
28532.1,-0.769309,0.468027,0.682777,-1.51386,-0.106126,1.68266,-1.49489,-0.557433,0.786172,0.2668,0,0.811578,0.583718,-0.0243726,0,-0.174901,0.202947,-0.963443,0,0.617345,-0.108361,0.326984,1,-0.424832,0.0815636,0.639606,-2.29305,-1.85894,1.80982,0.0540617,0.0109914,0.000882223,-0.000156335,-0.00615239,-0.0014837,0.0113644,-0.000453906,0,0,0,0,0,0,0,-0.27984,-36.9809,8.49178,21.2504,0.997094,1.74791,-0.0105713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.447419,-0.0903046,-0.318546,-0.160303,-0.0927473,-0.0607746,0.0386162,-1.68106,-0.253701,-0.258858,0.081937,-0.692467,-0.429582,0.0462313,1
