1. Time,2. q_1,3. q_2,4. q_3,5. q_4,6. q_5,7. q_6,8. q_7,9. O_T_EE_11,10. O_T_EE_21,11. O_T_EE_31,12. O_T_EE_41,13. O_T_EE_12,14. O_T_EE_22,15. O_T_EE_32,16. O_T_EE_42,17. O_T_EE_13,18. O_T_EE_23,19. O_T_EE_33,20. O_T_EE_43,21. O_T_EE_14,22. O_T_EE_24,23. O_T_EE_34,24. O_T_EE_44,25. q_1_d,26. q_2_d,27. q_3_d,28. q_4_d,29. q_5_d,30. q_6_d,31. q_7_d,32. dq_1,33. dq_2,34. dq_3,35. dq_4,36. dq_5,37. dq_6,38. dq_7,39. dq_1_d,40. dq_2_d,41. dq_3_d,42. dq_4_d,43. dq_5_d,44. dq_6_d,45. dq_7_d,46. tau_J_1,47. tau_J_2,48. tau_J_3,49. tau_J_4,50. tau_J_5,51. tau_J_6,52. tau_J_7,53. joint_contact_1,54. joint_contact_2,55. joint_contact_3,56. joint_contact_4,57. joint_contact_5,58. joint_contact_6,59. joint_contact_7,60. joint_collision_1,61. joint_collision_2,62. joint_collision_3,63. joint_collision_4,64. joint_collision_5,65. joint_collision_6,66. joint_collision_7,67. cartesian_contact_x,68. cartesian_contact_y,69. cartesian_contact_z,70. cartesian_contact_R,71. cartesian_contact_P,72. cartesian_contact_Y,73. cartesian_collision_x,74. cartesian_collision_y,75. cartesian_collision_z,76. cartesian_collision_R,77. cartesian_collision_P,78. cartesian_collision_Y,79. tau_ext_1,80. tau_ext_2,81. tau_ext_3,82. tau_ext_4,83. tau_ext_5,84. tau_ext_6,85. tau_ext_7,86. O_F_ext_x,87. O_F_ext_y,88. O_F_ext_z,89. O_F_ext_R,90. O_F_ext_P,91. O_F_ext_Y,92. Gripper Width,93. Object Grasped
28521.2,0.823134,0.317624,0.905734,-2.4056,-1.62899,1.32022,0.247723,-0.00287217,-0.00456763,-0.999976,0,-0.0547654,0.99848,-0.0044035,0,0.998495,0.0547525,-0.00311801,0,0.154208,0.46339,0.26163,1,0.823078,0.317614,0.905716,-2.40559,-1.62904,1.32023,0.247734,-0.00159395,-0.000816336,-0.000110439,-0.000382724,-0.000460628,-0.00077047,0.00708081,0,0,0,0,0,0,0,-0.458368,-22.1988,5.13149,14.3354,-0.977699,-1.39418,0.308948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.484226,0.112301,-0.688883,-0.236137,-0.119582,-0.00186729,0.268343,1.57104,-0.402678,-1.19413,-0.169343,0.400555,-0.55197,0.0445837,0
28521.2,0.823134,0.317623,0.905729,-2.40561,-1.62899,1.32021,0.247738,-0.00286149,-0.00455926,-0.999976,0,-0.0547575,0.99848,-0.00439575,0,0.998496,0.0547446,-0.00310685,0,0.154211,0.463386,0.26163,1,0.823078,0.317614,0.905716,-2.40559,-1.62904,1.32023,0.247734,0.000232153,-0.000565035,-0.000839673,-0.000413843,0.000121357,4.43014e-05,0.00414128,0,0,0,0,0,0,0,-0.458368,-22.1988,5.2029,14.4108,-0.986854,-1.33467,0.168872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.461021,0.117864,-0.655078,-0.19149,-0.112201,0.0228174,0.268437,1.50945,-0.304415,-1.16496,-0.183047,0.408375,-0.528162,0.0445837,0
28521.2,0.823132,0.317608,0.905739,-2.40561,-1.62899,1.3202,0.247735,-0.00284664,-0.00454755,-0.999976,0,-0.0547611,0.99848,-0.00438486,0,0.998495,0.0547484,-0.0030914,0,0.154209,0.463387,0.261639,1,0.823078,0.317614,0.905716,-2.40559,-1.62904,1.32023,0.247734,-0.000346556,0.000350378,0.000946157,-0.000439136,-9.93639e-05,-0.00120172,0.0024479,0,0,0,0,0,0,0,-0.422662,-22.0084,5.05611,14.3751,-0.968544,-1.2953,0.199084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.474708,0.216593,-0.697836,-0.164949,-0.103455,0.0498927,0.268391,1.51444,0.0339099,-1.49274,-0.421623,0.42105,-0.544594,0.0445864,0
28521.3,0.82314,0.317577,0.905988,-2.40561,-1.62895,1.32008,0.247471,-0.0027843,-0.00473876,-0.999975,0,-0.0549063,0.998471,-0.00457876,0,0.998488,0.0548932,-0.00304029,0,0.154105,0.463411,0.261687,1,0.82314,0.317608,0.905739,-2.40561,-1.629,1.3202,0.247727,0.00525016,0.00134104,0.0153532,0.000593469,0.00380437,-0.00809195,-0.0146057,0,0,0,0,0,0,0,0.0454774,-22.0441,5.50441,14.4108,-0.960304,-1.33467,0.099292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.514656,0.428006,-0.794903,-0.196256,-0.0799116,0.0650768,0.22375,1.51583,0.588343,-2.13834,-0.90472,0.408476,-0.580886,0.0445864,0
28521.3,0.823146,0.317389,0.907011,-2.4056,-1.62856,1.31995,0.247044,-0.00293795,-0.00490128,-0.999974,0,-0.0554966,0.998438,-0.0047307,0,0.998455,0.0554823,-0.00320542,0,0.153661,0.463502,0.261818,1,0.82314,0.317608,0.905739,-2.40561,-1.629,1.3202,0.247727,0.00593248,-0.00817109,0.0396845,0.00312141,0.00632529,-0.00103267,-0.00149444,0,0,0,0,0,0,0,-0.0259338,-21.8933,5.50441,14.3751,-0.887977,-1.33467,0.00957027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.659169,0.604438,-0.971317,-0.208547,-0.0778145,0.0228401,0.144238,1.71394,1.22372,-2.71043,-1.4082,0.408172,-0.706458,0.0445864,0
28521.3,0.823166,0.316753,0.908773,-2.40532,-1.62845,1.3199,0.24702,-0.00294257,-0.00385429,-0.999979,0,-0.0570017,0.998358,-0.00368031,0,0.99837,0.0569907,-0.0031575,0,0.152892,0.463882,0.262287,1,0.82314,0.317608,0.905739,-2.40561,-1.629,1.3202,0.247727,0.00233523,-0.0293592,0.059945,0.0145749,-0.000363696,-0.00655147,2.67534e-05,0,0,0,0,0,0,0,-0.0973449,-21.818,5.46474,14.1886,-0.897133,-1.34474,0.0690795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.700479,1.10517,-1.1085,-0.6595,-0.0102728,0.0419033,0.106486,1.66652,1.27805,-4.17245,-2.12412,0.35968,-0.719295,0.0445864,0
28521.4,0.823173,0.315298,0.911171,-2.40442,-1.62838,1.31964,0.247017,-0.00243107,-0.00142851,-0.999986,0,-0.0588736,0.998255,-0.00128291,0,0.998262,0.0588708,-0.00251098,0,0.151913,0.464587,0.263382,1,0.82314,0.317608,0.905739,-2.40561,-1.629,1.3202,0.247727,-0.000929953,-0.0520527,0.078718,0.0412452,0.014772,-0.0124282,0.000688014,0,0,0,0,0,0,0,0.00977179,-21.6236,5.57979,14.1886,-1.00516,-1.28523,0.0599243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.585764,1.51253,-1.05855,-1.12375,0.020454,0.0984075,0.0907901,1.40215,1.00593,-5.28757,-2.57723,0.268417,-0.577252,0.0445864,0
28521.4,0.823166,0.312737,0.913984,-2.40273,-1.62781,1.31932,0.246981,-0.00155056,0.00247196,-0.999986,0,-0.0604847,0.998156,0.00256122,0,0.998168,0.060489,-0.00139821,0,0.150833,0.465546,0.265174,1,0.82314,0.317608,0.905739,-2.40561,-1.629,1.3202,0.247727,-0.000507958,-0.0891906,0.0876915,0.0567339,0.0252897,-0.00793583,-0.00278016,0,0,0,0,0,0,0,0.0454774,-21.4728,5.69087,14.4108,-1.05003,-1.27516,0.189014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.431081,1.85098,-0.942688,-1.25377,-0.0214364,0.142368,0.094485,0.980966,1.68345,-6.4384,-3.27931,0.0908993,-0.386144,0.0445864,0
28521.4,0.823154,0.308861,0.917013,-2.40046,-1.62667,1.31898,0.246559,-0.000157357,0.00740024,-0.999963,0,-0.0616924,0.998058,0.00739585,0,0.998095,0.0616925,0.000299493,0,0.149733,0.466666,0.26767,1,0.82314,0.317608,0.905739,-2.40561,-1.629,1.3202,0.247727,-0.00112025,-0.129157,0.086372,0.066777,0.0351947,-0.00596723,-0.022246,0,0,0,0,0,0,0,0.0811829,-21.3578,5.46474,14.5219,-1.06834,-1.23579,0.0791503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.193997,2.0161,-0.700597,-1.20835,-0.0567542,0.190363,0.125171,0.346547,2.34279,-7.04979,-3.71147,-0.122071,-0.122479,0.0445864,0
28521.5,0.823169,0.303429,0.919932,-2.39794,-1.62574,1.31861,0.245533,0.00244704,0.0131487,-0.999901,0,-0.0629487,0.997923,0.0129686,0,0.998014,0.062912,0.00326971,0,0.148732,0.467948,0.27096,1,0.82314,0.317608,0.905739,-2.40561,-1.629,1.3202,0.247727,-8.04422e-06,-0.179173,0.0844318,0.0743113,0.0177161,-0.00493166,-0.0358969,0,0,0,0,0,0,0,0.00977179,-21.3578,5.38936,14.7837,-1.1132,-1.28523,0.109363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.084573,2.07175,-0.598287,-1.01486,-0.0788402,0.225587,0.135254,0.015635,3.17364,-7.31897,-4.06283,-0.231037,-0.0121589,0.0445864,0
28521.5,0.823161,0.296339,0.922452,-2.39522,-1.62491,1.31854,0.244587,0.00600786,0.0202943,-0.999766,0,-0.0640387,0.99774,0.0198683,0,0.997929,0.0639056,0.00729404,0,0.147947,0.469321,0.274976,1,0.82314,0.317608,0.905739,-2.40561,-1.629,1.3202,0.247727,-0.00105656,-0.225973,0.0656739,0.0815477,0.0327204,0.00400421,-0.0245157,0,0,0,0,0,0,0,0.0811829,-21.2824,5.35365,14.6726,-1.19468,-1.36397,0.168872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0726086,2.13973,-0.465126,-1.02834,-0.114779,0.223696,0.140365,-0.364744,3.5316,-7.64705,-4.32167,-0.409346,0.148337,0.0445864,0
28521.5,0.823146,0.287876,0.92447,-2.39235,-1.62323,1.31859,0.24326,0.0101098,0.0278665,-0.999551,0,-0.0640236,0.997569,0.0271637,0,0.997897,0.0637214,0.0118696,0,0.147427,0.470541,0.279504,1,0.82314,0.317608,0.905739,-2.40561,-1.629,1.3202,0.247727,0.000984629,-0.264947,0.05297,0.0883079,0.0632131,-0.000300831,-0.0535282,0,0,0,0,0,0,0,0.156561,-20.8261,5.27828,14.6726,-1.23038,-1.42348,0.178943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.281243,1.891,-0.237694,-0.954538,-0.186964,0.166332,0.157203,-0.744243,3.31118,-7.04224,-3.98285,-0.606486,0.342802,0.044585,1
28521.6,0.823142,0.278051,0.925726,-2.38905,-1.62007,1.3188,0.23965,0.014524,0.0339878,-0.999307,0,-0.0621172,0.997513,0.033024,0,0.997963,0.0615957,0.0165994,0,0.147279,0.471531,0.284516,1,0.82314,0.317608,0.905739,-2.40561,-1.629,1.3202,0.247727,0.00178531,-0.303966,0.0245973,0.1023,0.108839,0.0133367,-0.145956,0,0,0,0,0,0,0,0.116888,-21.0166,5.09181,15.0852,-1.2844,-1.46376,0.168872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.459585,1.9916,-0.0702404,-1.10584,-0.224282,0.126693,0.18595,-1.21126,3.40061,-7.55107,-4.23124,-0.85796,0.538082,0.044585,1
28521.6,0.823132,0.266966,0.926022,-2.38505,-1.61554,1.31927,0.231903,0.0192387,0.0369937,-0.999121,0,-0.0581283,0.997657,0.0358202,0,0.998124,0.0573891,0.0213444,0,0.147584,0.472354,0.290039,1,0.82314,0.317608,0.905739,-2.40561,-1.629,1.3202,0.247727,-0.00173052,-0.342629,0.00044023,0.126333,0.151547,0.00851826,-0.276137,0,0,0,0,0,0,0,0.263678,-21.0523,5.01643,15.3471,-1.2844,-1.45369,0.229297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.674203,1.91862,0.157569,-1.09509,-0.22252,0.127515,0.2012,-1.70526,3.3235,-7.33627,-4.12165,-1.03276,0.74285,0.044585,1
28521.6,0.822774,0.255179,0.926,-2.38052,-1.60998,1.31943,0.220981,0.0242899,0.0375244,-0.998991,0,-0.0523372,0.997963,0.0362132,0,0.998334,0.0514058,0.0262048,0,0.148218,0.472978,0.295958,1,0.82314,0.317608,0.905739,-2.40561,-1.629,1.3202,0.247727,-0.0192708,-0.358876,0.00182853,0.133012,0.170774,0.000778265,-0.367551,0,0,0,0,0,0,0,0.55329,-20.6357,5.01643,15.1963,-1.23038,-1.43355,0.268665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.673012,1.59736,0.213198,-0.836202,-0.223459,0.103679,0.234542,-1.66606,3.16083,-6.35382,-3.61692,-0.990315,0.714328,0.044872,1
28521.7,0.822028,0.242251,0.925982,-2.37588,-1.6041,1.31944,0.206004,0.0301191,0.0348616,-0.998929,0,-0.0457227,0.998384,0.033464,0,0.9985,0.0446667,0.031665,0,0.149015,0.473467,0.302414,1,0.82314,0.317608,0.905739,-2.40561,-1.629,1.3202,0.247727,-0.030778,-0.391724,-0.000118474,0.134591,0.170063,0.00683111,-0.464617,0,0,0,0,0,0,0,0.517584,-20.5603,4.86965,15.5692,-1.25785,-1.47292,0.229297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.758506,1.70182,0.283864,-0.908167,-0.169207,0.0942553,0.227106,-2.00262,3.35648,-6.65516,-3.84996,-1.12441,0.795497,0.044872,1
28521.7,0.82106,0.22873,0.926005,-2.37114,-1.59858,1.31957,0.188383,0.0363592,0.0301906,-0.998873,0,-0.039152,0.99881,0.0287635,0,0.998572,0.0380628,0.0374987,0,0.149825,0.47398,0.30921,1,0.82314,0.317608,0.905739,-2.40561,-1.629,1.3202,0.247727,-0.0305021,-0.417984,0.00152162,0.143006,0.159635,0.000439526,-0.551773,0,0,0,0,0,0,0,0.335089,-20.1398,4.53243,15.9065,-1.23954,-1.49306,0.129504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.474,1.6661,0.0972976,-0.835951,-0.144381,0.0389573,0.225632,-1.51891,3.49386,-6.47754,-3.84169,-0.964996,0.536268,0.044872,1
28521.7,0.819999,0.214004,0.926007,-2.36625,-1.59313,1.31986,0.168725,0.0431588,0.0245195,-0.998758,0,-0.0324809,0.999195,0.0231267,0,0.99854,0.031443,0.0439214,0,0.150613,0.474492,0.316588,1,0.82314,0.317608,0.905739,-2.40561,-1.629,1.3202,0.247727,-0.0323338,-0.439738,-5.98666e-05,0.140187,0.163888,0.0117163,-0.604682,0,0,0,0,0,0,0,0.370795,-20.4056,4.45705,16.0175,-1.29356,-1.52327,0.178943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.347593,1.63452,0.0246459,-0.715217,-0.14192,-0.00260919,0.194805,-1.35903,3.92815,-6.32293,-3.96643,-0.935588,0.419415,0.044872,1
28521.8,0.81878,0.198573,0.926014,-2.36119,-1.58729,1.32042,0.148444,0.0497729,0.0187799,-0.998574,0,-0.0253841,0.999514,0.0175323,0,0.998438,0.0244757,0.0502264,0,0.151374,0.474904,0.32425,1,0.82314,0.317608,0.905739,-2.40561,-1.629,1.3202,0.247727,-0.035062,-0.464283,-0.00103524,0.148513,0.178424,0.0133848,-0.609569,0,0,0,0,0,0,0,0.55329,-20.0644,4.23488,16.1326,-1.41074,-1.57271,0.129504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.330312,1.65856,0.0428265,-0.835329,-0.149433,-0.0422182,0.152834,-1.35255,3.87288,-6.33759,-4.03408,-0.988241,0.412485,0.044872,1
28521.8,0.817344,0.182398,0.925993,-2.35569,-1.58057,1.32107,0.128241,0.0559934,0.0138523,-0.998325,0,-0.0173013,0.999757,0.0129018,0,0.998281,0.0165502,0.0562206,0,0.152159,0.475164,0.332264,1,0.82314,0.317608,0.905739,-2.40561,-1.629,1.3202,0.247727,-0.0443358,-0.472343,-0.00289242,0.166711,0.203923,0.0231669,-0.579485,0,0,0,0,0,0,0,0.517584,-19.6836,3.97304,16.2437,-1.4556,-1.62215,0.199084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.516649,1.21906,0.265066,-0.62585,-0.232829,-0.0918606,0.119894,-1.57527,3.40732,-5.02121,-3.33618,-1.10853,0.569808,0.044872,1
28521.8,0.815435,0.165564,0.926004,-2.35019,-1.57241,1.32226,0.109162,0.0611021,0.0101448,-0.99807,0,-0.00805604,0.999911,0.00967035,0,0.998099,0.00744976,0.0611795,0,0.153017,0.475065,0.340287,1,0.82314,0.317608,0.905739,-2.40561,-1.629,1.3202,0.247727,-0.0697193,-0.501567,0.002006,0.161687,0.268948,0.0495088,-0.548833,0,0,0,0,0,0,0,0.588995,-19.3027,3.63582,16.7277,-1.48307,-1.58278,0.0498535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.559279,1.33374,0.338135,-0.568629,-0.296518,-0.120261,0.0965734,-1.78862,4.35694,-5.45878,-3.9136,-1.28904,0.632323,0.0452936,1
28521.9,0.812915,0.148586,0.925938,-2.34464,-1.5622,1.32446,0.091819,0.0639746,0.00781273,-0.997911,0,0.00262842,0.999955,0.00799724,0,0.997948,-0.00313461,0.0639524,0,0.154024,0.474556,0.347922,1,0.82314,0.317608,0.905739,-2.40561,-1.629,1.3202,0.247727,-0.0722807,-0.507147,-0.00747051,0.162926,0.325489,0.0765523,-0.486416,0,0,0,0,0,0,0,0.481879,-19.0726,3.26289,17.0292,-1.48307,-1.602,0.099292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.658001,0.676263,0.537271,-0.239911,-0.33115,-0.200996,0.0627407,-1.89851,3.28572,-3.39762,-2.65218,-1.31143,0.716226,0.0452936,1
28521.9,0.809899,0.131273,0.92551,-2.33905,-1.55088,1.32816,0.0770543,0.0650189,0.00809541,-0.997842,0,0.0137228,0.999856,0.00900593,0,0.99779,-0.0142791,0.0648997,0,0.155209,0.473854,0.355296,1,0.82314,0.317608,0.905739,-2.40561,-1.629,1.3202,0.247727,-0.086582,-0.509539,-0.0242266,0.163651,0.343396,0.132992,-0.411773,0,0,0,0,0,0,0,0.660407,-19.0726,3.18752,16.9141,-1.41074,-1.66151,-0.00050053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999831,0.508072,0.85782,-0.25207,-0.293395,-0.19438,0.0368718,-2.62388,2.76397,-2.87295,-2.2801,-1.57188,1.02728,0.0452936,1
28521.9,0.806652,0.114177,0.924407,-2.33359,-1.53961,1.3339,0.0645348,0.0643236,0.0104073,-0.997865,0,0.0239624,0.999632,0.0119703,0,0.997641,-0.0246817,0.0640517,0,0.156553,0.473204,0.36218,1,0.82314,0.317608,0.905739,-2.40561,-1.629,1.3202,0.247727,-0.104513,-0.503011,-0.0370915,0.163505,0.322243,0.196927,-0.327304,0,0,0,0,0,0,0,0.807196,-18.7314,2.8503,17.5529,-1.5911,-1.52327,0.0297119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.995458,0.539974,0.85733,-0.280167,-0.247147,-0.192664,0.0430594,-2.67734,2.77829,-2.9301,-2.33201,-1.58292,1.01335,0.0453921,1
28522,0.803008,0.0977099,0.922755,-2.32811,-1.52852,1.34143,0.0531092,0.0618947,0.0135552,-0.997981,0,0.033498,0.999307,0.0156508,0,0.99752,-0.0343998,0.0613989,0,0.158111,0.47266,0.368522,1,0.82314,0.317608,0.905739,-2.40561,-1.629,1.3202,0.247727,-0.108731,-0.479097,-0.0530749,0.160969,0.332402,0.221181,-0.319986,0,0,0,0,0,0,0,0.446173,-18.2355,2.14015,17.6243,-1.48307,-1.56264,0.0892211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25931,-0.334314,1.13369,0.0858196,-0.276045,-0.207647,0.0507712,-2.87737,0.688842,-0.321395,-0.358961,-1.56724,1.22579,0.0453921,1
28522,0.798862,0.0818089,0.921039,-2.32271,-1.51768,1.34862,0.0440138,0.0595232,0.0187515,-0.998041,0,0.0432269,0.998828,0.0213444,0,0.99729,-0.0444135,0.058644,0,0.159876,0.47196,0.374688,1,0.82314,0.317608,0.905739,-2.40561,-1.629,1.3202,0.247727,-0.128751,-0.448257,-0.0467367,0.156207,0.301004,0.208571,-0.245722,0,0,0,0,0,0,0,0.481879,-18.5767,1.88228,17.9615,-1.44645,-1.48299,0.00957027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07943,-0.205865,0.922692,0.0350673,-0.24351,-0.188159,0.0564195,-2.46436,0.876561,-0.606773,-0.566894,-1.39015,1.02816,0.0453921,1
28522,0.79437,0.0670632,0.919256,-2.31734,-1.50745,1.3566,0.0352397,0.0561447,0.0237418,-0.998131,0,0.0521226,0.998275,0.0266771,0,0.997061,-0.053524,0.0548114,0,0.161717,0.471401,0.380309,1,0.82314,0.317608,0.905739,-2.40561,-1.629,1.3202,0.247727,-0.136747,-0.426984,-0.0542918,0.159097,0.296491,0.23524,-0.260389,0,0,0,0,0,0,0,0.481879,-18.1958,1.65614,17.664,-1.53709,-1.36397,0.099292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0827,-0.29062,0.918223,0.0492999,-0.210007,-0.14308,0.0762497,-2.36287,0.393074,-0.287536,-0.222692,-1.2865,1.0166,0.0453921,1
28522.1,0.789467,0.0530512,0.917587,-2.31212,-1.49812,1.36401,0.0284174,0.0533952,0.0303331,-0.998103,0,0.0607172,0.997581,0.0335654,0,0.996726,-0.0623954,0.0514252,0,0.163685,0.470801,0.385803,1,0.82314,0.317608,0.905739,-2.40561,-1.629,1.3202,0.247727,-0.152996,-0.38577,-0.0371095,0.140593,0.251786,0.179405,-0.151301,0,0,0,0,0,0,0,0.55329,-18.1958,1.3943,18.1876,-1.44645,-1.35481,-0.00050053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.899969,-0.59047,0.719766,0.287135,-0.25238,-0.122281,0.0599007,-1.70649,-0.158323,0.779463,0.475201,-0.971821,0.811109,0.0453921,1
28522.1,0.783916,0.0399446,0.916649,-2.30744,-1.49033,1.36971,0.0249498,0.0525974,0.0394309,-0.997827,0,0.0688954,0.996686,0.0430174,0,0.996236,-0.0710097,0.0497074,0,0.165708,0.470053,0.391226,1,0.82314,0.317608,0.905739,-2.40561,-1.629,1.3202,0.247727,-0.168286,-0.378744,-0.0234397,0.1286,0.213421,0.160527,-0.0852728,0,0,0,0,0,0,0,0.771491,-17.8904,1.28322,18.5249,-1.43821,-1.3246,0.0892211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.718248,-0.166295,0.498327,0.199248,-0.18451,-0.0855849,0.0392814,-1.44464,1.02282,-0.224731,-0.476926,-0.8442,0.616509,0.0453921,1
28522.1,0.77806,0.0278372,0.915983,-2.30339,-1.48392,1.37528,0.0216272,0.0523101,0.0476348,-0.997485,0,0.0760568,0.995761,0.051541,0,0.99573,-0.0785631,0.0484663,0,0.167753,0.469338,0.396232,1,0.82314,0.317608,0.905739,-2.40561,-1.629,1.3202,0.247727,-0.178267,-0.336214,-0.0190759,0.105001,0.175293,0.160342,-0.103207,0,0,0,0,0,0,0,0.696112,-17.7793,1.02138,18.5249,-1.47391,-1.30446,0.0892211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.855682,-0.730747,0.646516,0.63476,-0.201944,-0.0933568,0.080214,-1.65397,0.142924,1.33911,0.655412,-0.878268,0.748045,0.0453921,1
28522.2,0.771898,0.017017,0.915873,-2.30032,-1.47918,1.38023,0.0182428,0.052872,0.0541682,-0.997121,0,0.0821036,0.994902,0.0584011,0,0.99522,-0.0849566,0.048156,0,0.169759,0.468602,0.400681,1,0.82314,0.317608,0.905739,-2.40561,-1.629,1.3202,0.247727,-0.17096,-0.307944,0.00193134,0.0768062,0.113848,0.118268,-0.097316,0,0,0,0,0,0,0,0.156561,-17.4341,0.497697,18.6717,-1.38419,-1.43355,-0.0206421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.673311,-0.755361,0.489032,0.730375,-0.175703,-0.117305,0.0685354,-1.34991,0.233464,1.53988,0.707247,-0.736479,0.578367,0.045679,1
28522.2,0.766459,0.00758392,0.915889,-2.29841,-1.4765,1.38339,0.0148936,0.0553198,0.0588389,-0.996724,0,0.0870167,0.99417,0.0635178,0,0.99467,-0.0902472,0.0498783,0,0.171553,0.467791,0.4047,1,0.82314,0.317608,0.905739,-2.40561,-1.629,1.3202,0.247727,-0.153516,-0.256908,-0.000716175,0.0430955,0.0549609,0.0733848,-0.0934558,0,0,0,0,0,0,0,0.263678,-17.1683,0.311234,18.8224,-1.49223,-1.37404,0.0892211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.332127,-1.24057,0.21304,1.1322,-0.204085,-0.206322,0.0881125,-0.657253,-0.521235,3.00464,1.73377,-0.437759,0.268753,0.045679,1
28522.2,0.761746,0.000121224,0.915917,-2.29717,-1.47422,1.38572,0.0118084,0.0573031,0.0617636,-0.996435,0,0.091517,0.993548,0.0668476,0,0.994153,-0.0950232,0.0512819,0,0.173151,0.466943,0.407775,1,0.82314,0.317608,0.905739,-2.40561,-1.629,1.3202,0.247727,-0.131663,-0.191041,0.000152473,0.0302695,0.0789448,0.0687235,-0.0913407,0,0,0,0,0,0,0,0.116888,-16.9382,0.0493934,18.747,-1.58195,-1.34474,0.119434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267068,-1.63836,0.177787,1.10712,-0.262738,-0.257962,0.109513,-0.368584,-2.16541,3.94076,2.85759,-0.348823,0.222046,0.045679,1
28522.3,0.757738,-0.00537961,0.915903,-2.29598,-1.47059,1.38795,0.00900299,0.0570185,0.0634436,-0.996346,0,0.0964289,0.992953,0.068746,0,0.993705,-0.0999982,0.0504999,0,0.174527,0.466069,0.409746,1,0.82314,0.317608,0.905739,-2.40561,-1.629,1.3202,0.247727,-0.110639,-0.138555,-0.000652813,0.0397575,0.118917,0.0617437,-0.0744955,0,0,0,0,0,0,0,0.335089,-16.9382,0.164445,18.8978,-1.66343,-1.31453,0.109363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0763763,-1.45521,-0.00119768,0.710003,-0.302872,-0.275798,0.118519,0.14982,-2.68824,3.29271,2.75837,-0.19078,0.0405409,0.045679,1
